frame,timestamp,evaluation_phase,target_id,pred_x,pred_y,radius,confidence,actionable,position_uncertainty_px,lost_frames,predicted_only,gt_x,gt_y,error_px,detection_count,track_count,hypothesis_count,bg_registry_state,bg_certified_count,stale_recovery_committed,recovery_active,collective_promoted,collective_dx,collective_dy,collective_rotation_deg,white_active,identity_window_active,identity_switched
496,14.907587,done,77,596.475,368.428,52.456,1.0000,1,2.476,0,0,,,,3,7,3,dormant,0,0,0,0,-0.1549,0.6597,0.0000,0,0,0
497,14.937642,done,77,594.819,368.618,52.510,0.8607,1,2.853,1,1,,,,0,7,3,dormant,0,0,0,0,-0.1549,0.6597,0.0000,0,0,0
498,14.967698,done,77,595.111,368.477,52.477,0.7408,1,3.249,2,1,,,,0,7,3,dormant,0,0,0,0,-0.1549,0.6597,0.0000,0,0,0
499,14.997754,done,77,595.121,368.264,51.707,1.0000,1,2.517,0,0,,,,1,7,3,dormant,0,0,0,0,-0.9948,0.0832,0.0000,0,0,0
500,15.027809,done,77,595.534,368.154,52.005,0.8607,1,2.921,1,1,,,,1,7,3,dormant,0,0,0,0,-0.9948,0.0832,0.0000,0,0,0
501,15.057865,done,77,595.814,368.010,51.953,0.7408,1,3.340,2,1,,,,0,7,3,dormant,0,0,0,0,-0.9948,0.0832,0.0000,0,0,0
502,15.087921,done,77,596.094,367.866,51.901,0.6376,1,3.774,3,1,,,,1,7,3,dormant,0,0,0,0,3.3059,1.1740,0.0000,0,0,0
503,15.117976,done,77,596.374,367.722,51.849,0.5488,1,4.223,4,1,,,,1,7,2,dormant,0,0,0,0,3.3059,1.1740,0.0000,0,0,0
504,15.148032,done,77,596.655,367.578,51.797,0.4724,1,4.687,5,1,,,,0,7,2,dormant,0,0,0,0,3.3059,1.1740,0.0000,0,0,0
505,15.178087,done,77,596.935,367.434,51.746,0.4066,1,5.164,6,1,,,,1,7,2,dormant,0,0,0,0,3.3059,1.1740,0.0000,0,0,0
506,15.208143,done,77,597.215,367.290,51.694,0.3499,1,5.655,7,1,,,,0,7,2,dormant,0,0,0,0,3.3059,1.1740,0.0000,0,0,0
507,15.238199,done,77,597.495,367.146,51.642,0.3012,1,6.160,8,1,,,,0,7,2,dormant,0,0,0,0,3.3059,1.1740,0.0000,0,0,0
508,15.268254,done,77,597.775,367.002,51.590,0.2592,1,6.678,9,1,,,,0,7,2,dormant,0,0,0,0,3.3059,1.1740,0.0000,0,0,0
509,15.298310,done,77,613.443,420.057,63.717,1.0000,1,3.122,0,0,,,,1,7,2,dormant,0,0,0,0,3.3059,1.1740,0.0000,0,0,0
510,15.328366,done,77,611.646,412.730,61.374,0.8607,1,3.496,1,1,,,,1,7,2,dormant,0,0,0,0,3.3059,1.1740,0.0000,0,0,0
511,15.358421,done,77,612.736,415.386,61.743,0.7408,1,3.890,2,1,,,,1,7,2,dormant,0,0,0,0,3.3059,1.1740,0.0000,0,0,0
512,15.388477,done,77,613.826,418.042,62.111,0.6376,1,4.303,3,1,,,,1,7,2,dormant,0,0,0,0,15.6892,0.7121,0.0000,0,0,0
513,15.418532,done,77,614.916,420.698,62.479,0.5488,1,4.733,4,1,,,,0,6,2,dormant,0,0,0,0,15.6892,0.7121,0.0000,0,0,0
514,15.448588,done,77,616.006,423.353,62.848,0.4724,1,5.181,5,1,,,,1,5,2,dormant,0,0,0,0,-17.1076,-10.1345,0.0000,0,0,0
515,15.478644,done,77,617.096,426.009,63.216,0.4066,1,5.644,6,1,,,,1,5,2,dormant,0,0,0,0,10.1478,-1.1883,0.0000,0,0,0
516,15.508699,done,77,618.186,428.665,63.584,0.3499,1,6.123,7,1,,,,1,5,2,dormant,0,0,0,0,-2.5101,-3.5760,0.0000,0,0,0
517,15.538755,done,77,619.276,431.321,63.953,0.3012,1,6.617,8,1,,,,1,5,2,dormant,0,0,0,0,-1.8119,-1.3555,0.0000,0,0,0
518,15.568810,done,77,620.366,433.976,64.321,0.2592,1,7.125,9,1,,,,1,5,1,dormant,0,0,0,0,-8.3406,-1.7339,0.0000,0,0,0
519,15.598866,done,77,621.456,436.632,64.689,0.2231,1,7.646,10,1,,,,1,5,1,dormant,0,0,0,0,-2.9707,-3.4795,0.0000,0,0,0
520,15.628922,done,77,622.546,439.288,65.058,0.1920,1,8.181,11,1,,,,2,5,2,dormant,0,0,0,0,-1.0227,-1.9843,0.0000,0,0,0
521,15.658977,done,77,623.636,441.944,65.426,0.1653,1,8.729,12,1,,,,4,5,2,dormant,0,0,0,0,1.5054,-0.7099,0.0000,0,0,0
522,15.689033,done,77,624.726,444.599,65.794,0.1423,1,9.290,13,1,,,,3,5,2,dormant,0,0,0,0,1.1534,-0.3014,0.0000,0,0,0
523,15.719089,done,77,625.816,447.255,66.163,0.1225,1,9.863,14,1,,,,2,6,2,dormant,0,0,0,0,0.3423,-1.0258,0.0000,0,0,0
524,15.749144,done,77,626.906,449.911,66.531,0.1054,1,10.447,15,1,,,,3,6,1,dormant,0,0,0,0,1.2523,-1.8513,0.0000,0,0,0
525,15.779200,done,77,627.996,452.567,66.899,0.0907,1,11.044,16,1,,,,3,6,1,dormant,0,0,0,0,1.8702,-0.4425,0.0000,0,0,0
526,15.809255,done,77,629.086,455.223,67.268,0.0781,1,11.652,17,1,,,,2,6,1,dormant,0,0,0,0,-0.2126,-0.5447,0.0000,0,0,0
527,15.839311,done,77,630.177,457.878,67.636,0.0672,1,12.271,18,1,,,,1,6,1,dormant,0,0,0,0,-3.6298,-0.6380,0.0000,0,0,0
